Crime,Date,Address
Other,12/08/11. 09:42 AM.,200 BLOCK OF WASHINGTON ST SAN JOSE
Arrest,12/08/11. 03:57 PM.,ST JAMES PARK SAN JOSE
Other,12/08/11. 01:03 AM.,400 BLOCK OF S 6TH ST SAN JOSE
Other,12/08/11. 08:48 AM.,400 BLOCK OF E SANTA CL SAN JOSE
Other,12/08/11. 12:44 AM.,300 BLOCK OF N 4TH ST SAN JOSE
Other,12/08/11. 03:02 PM.,300 BLOCK OF E SANTA CL SAN JOSE
Other,12/08/11. 12:30 AM.,100 BLOCK OF W SANTA CL SAN JOSE
Other,12/08/11. 06:50 AM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/08/11. 07:26 PM.,100 BLOCK OF N 13TH ST SAN JOSE
Other,12/08/11. 11:35 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/08/11. 09:10 AM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/08/11. 09:59 PM.,00 BLOCK OF ALMADEN BL SAN JOSE
Theft,12/09/11. 06:06 PM.,00 BLOCK OF NOTRE DAME AV SAN JOSE
Robbery,12/09/11. 01:06 PM.,400 BLOCK OF N 5TH ST SAN JOSE
Arrest,12/09/11. 03:23 PM.,ST JAMES PARK SAN JOSE
Assault,12/09/11. 09:21 AM.,100 BLOCK OF N 5TH ST SAN JOSE
Other,12/09/11. 12:15 AM.,800 BLOCK OF CINNABAR ST SAN JOSE
Other,12/09/11. 06:16 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Other,12/09/11. 10:22 PM.,400 BLOCK OF S 6TH ST SAN JOSE
Other,12/09/11. 04:44 PM.,300 BLOCK OF N 2ND ST SAN JOSE
Other,12/09/11. 09:39 PM.,200 BLOCK OF W SANTA CL SAN JOSE
Other,12/09/11. 12:35 AM.,200 BLOCK OF S 4TH ST SAN JOSE
Other,12/09/11. 12:25 AM.,200 BLOCK OF E SAN FERN SAN JOSE
Other,12/09/11. 07:47 PM.,100 BLOCK OF S MARKET ST SAN JOSE
Other,12/09/11. 04:48 PM.,00 BLOCK OF W SANTA CLA SAN JOSE
Other,12/09/11. 11:41 AM.,00 BLOCK OF W SANTA CLA SAN JOSE
Other,12/09/11. 09:02 AM.,00 BLOCK OF W SANTA CLA SAN JOSE
Other,12/09/11. 05:46 PM.,00 BLOCK OF S 4TH ST SAN JOSE
Other,12/09/11. 12:05 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/09/11. 01:07 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/09/11. 11:07 PM.,00 BLOCK OF E SAN FERNA SAN JOSE
Other,12/09/11. 11:55 PM.,00 BLOCK OF N 1ST ST SAN JOSE
Theft,12/10/11. 09:42 PM.,300 BLOCK OF N 9TH ST SAN JOSE
Theft,12/10/11. 05:06 PM.,200 BLOCK OF N 7TH ST SAN JOSE
Other,12/10/11. 10:29 PM.,00 BLOCK OF ALMADEN BL SAN JOSE
Other,12/10/11. 12:37 PM.,00 BLOCK OF N 1ST ST SAN JOSE
Other,12/10/11. 09:02 PM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/10/11. 02:41 AM.,W SANTA CLARA ST AND SAN JOSE
Other,12/10/11. 08:46 PM.,400 BLOCK OF N 4TH ST SAN JOSE
Other,12/10/11. 01:45 PM.,200 BLOCK OF N 2ND ST SAN JOSE
Other,12/10/11. 04:23 PM.,200 BLOCK OF N 12TH ST SAN JOSE
Other,12/10/11. 02:36 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,12/10/11. 08:03 PM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/10/11. 09:25 PM.,100 BLOCK OF E SAN CARL SAN JOSE
Other,12/10/11. 11:06 PM.,00 BLOCK OF POST ST SAN JOSE
Other,12/10/11. 09:57 PM.,00 BLOCK OF N 3RD ST SAN JOSE
Other,12/10/11. 12:12 PM.,00 BLOCK OF N 12TH ST SAN JOSE
Assault,12/10/11. 02:06 AM.,100 BLOCK OF W SANTA CL SAN JOSE
Assault,12/10/11. 12:16 AM.,00 BLOCK OF N ALMADEN AV SAN JOSE
Theft,12/11/11. 01:16 PM.,COYOTE ROAD SAN JOSE
Arrest,12/11/11. 09:34 AM.,W OLD JULIAN ST AND SAN JOSE
Other,12/11/11. 08:48 AM.,400 BLOCK OF N 5TH ST SAN JOSE
Other,12/11/11. 08:37 AM.,100 BLOCK OF RYLAND ST SAN JOSE
Arrest,12/11/11. 01:40 AM.,00 BLOCK OF N 3RD ST SAN JOSE
Other,12/11/11. 09:57 PM.,500 BLOCK OF W JULIAN ST SAN JOSE
Other,12/11/11. 04:12 AM.,200 BLOCK OF W JULIAN ST SAN JOSE
Other,12/11/11. 04:35 AM.,200 BLOCK OF N 13TH ST SAN JOSE
Other,12/11/11. 11:07 PM.,100 BLOCK OF RYLAND ST SAN JOSE
Other,12/11/11. 11:46 PM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/11/11. 06:33 PM.,100 BLOCK OF ACACIA ST SAN JOSE
Other,12/11/11. 01:26 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/11/11. 06:59 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/11/11. 03:45 AM.,00 BLOCK OF N 1ST ST SAN JOSE
Other,12/11/11. 10:38 AM.,00 BLOCK OF N 1ST ST SAN JOSE
Other,12/11/11. 10:28 AM.,00 BLOCK OF N 12TH ST SAN JOSE
Other,12/11/11. 08:56 AM.,00 BLOCK OF N 10TH ST SAN JOSE
Theft,12/11/11. 01:16 PM.,COYOTE ROAD AND CONTINENTAL DRIVE SAN JOSE
Theft,12/12/11. 07:25 PM.,OCALA / HOPKINS SAN JOSE
Assault,12/12/11. 06:32 PM.,400 BLOCK OF S. CAPITOL AVENUE SAN JOSE
Assault,12/12/11. 11:01 AM.,N. 1ST / EAST SANTA CLARA STREET SAN JOSE
Arrest,12/12/11. 01:11 AM.,100 BLOCK OF S MARKET ST SAN JOSE
Vandalism,12/12/11. 12:41 AM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/12/11. 06:54 AM.,00 BLOCK OF E JULIAN ST SAN JOSE
Other,12/12/11. 04:37 PM.,600 BLOCK OF COLEMAN AV SAN JOSE
Other,12/12/11. 10:49 PM.,300 BLOCK OF N 8TH ST SAN JOSE
Other,12/12/11. 04:44 PM.,200 BLOCK OF N 12TH ST SAN JOSE
Other,12/12/11. 08:09 AM.,00 BLOCK OF S MARKET ST SAN JOSE
Other,12/12/11. 12:13 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/12/11. 02:39 PM.,00 BLOCK OF S 11TH ST SAN JOSE
Other,12/12/11. 03:05 PM.,00 BLOCK OF N 1ST ST SAN JOSE
Arson,12/12/11. 05:25 AM.,500 BLOCK OF W JULIAN ST SAN JOSE
Theft,12/12/11. 07:25 PM.,OCALA AVENUE AND HOPKINS DRIVE SAN JOSE
Arrest,12/12/11. 06:32 PM.,400 BLOCK OF CAPITOL AVENUE SAN JOSE
Assault,12/12/11. 11:01 AM.,NORTH FIRST AND EAST SANTA CLARA STREETS SAN JOSE
Shooting,12/13/11. 08:24 PM.,VIRGINIA ST.REET / SPENCER STREET SAN JOSE
Theft,12/13/11. 08:19 AM.,200 BLOCK OF N 7TH ST SAN JOSE
Other,12/13/11. 08:33 AM.,100 BLOCK OF N 1ST ST SAN JOSE
Other,12/13/11. 12:28 AM.,300 BLOCK OF N 8TH ST SAN JOSE
Other,12/13/11. 06:58 PM.,200 BLOCK OF N 13TH ST SAN JOSE
Other,12/13/11. 01:27 PM.,100 BLOCK OF N MARKET ST SAN JOSE
Other,12/13/11. 02:58 PM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/13/11. 11:23 AM.,00 BLOCK OF N 1ST ST SAN JOSE
Shooting,12/13/11. 08:30 PM.,MUIRFIELD AND SIERRA MEADOW DRIVES SAN JOSE
Shooting,12/13/11. 08:24 PM.,VIRGINIA AND SPENCER STREETS SAN JOSE
Arrest,12/13/11. 06:39 PM.,FOOTHILL DIVISION SAN JOSE
Assault,12/13/11. 12:18 AM.,6000 BLOCK OF CAHALAN AVENUE SAN JOSE
Robbery,12/14/11. 02:47 PM.,1700 BLOCK ASKHAM PLACE SAN JOSE
Robbery,12/14/11. 09:49 AM.,200 BLOCK OF N. JACKSON AVENUE SAN JOSE
Arrest,12/14/11. 12:16 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Theft,12/14/11. 06:23 PM.,200 BLOCK OF N 7TH ST SAN JOSE
Theft,12/14/11. 07:11 AM.,00 BLOCK OF N 9TH ST SAN JOSE
Theft,12/14/11. 10:37 AM.,500 BLOCK OF COLEMAN AV SAN JOSE
Other,12/14/11. 08:23 AM.,300 BLOCK OF E SAN FERN SAN JOSE
Other,12/14/11. 02:00 PM.,00 BLOCK OF S 7TH ST SAN JOSE
Other,12/14/11. 02:55 PM.,RYLAND PARK SAN JOSE
Other,12/14/11. 04:49 AM.,200 BLOCK OF N 3RD ST SAN JOSE
Other,12/14/11. 11:59 PM.,N MONTGOMERY ST AND SAN JOSE
Other,12/14/11. 04:16 PM.,N MARKET ST AND W ST SAN JOSE
Other,12/14/11. 06:24 PM.,300 BLOCK OF N MONTGOME SAN JOSE
Other,12/14/11. 10:57 PM.,300 BLOCK OF N 8TH ST SAN JOSE
Other,12/14/11. 10:19 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,12/14/11. 07:29 PM.,00 BLOCK OF S 4TH ST SAN JOSE
Other,12/14/11. 05:59 AM.,00 BLOCK OF S 10TH ST SAN JOSE
Other,12/14/11. 02:32 AM.,00 BLOCK OF N ALMADEN AV SAN JOSE
Other,12/14/11. 12:21 AM.,00 BLOCK OF N 4TH ST SAN JOSE
Other,12/14/11. 01:46 PM.,00 BLOCK OF E JULIAN ST SAN JOSE
Burglary,12/14/11. 11:27 PM.,400 BLOCK OF S 7TH ST SAN JOSE
Assault,12/14/11. 07:56 AM.,00 BLOCK OF W SANTA CLA SAN JOSE
Assault,12/14/11. 06:04 PM.,00 BLOCK OF S 11TH ST SAN JOSE
Assault,12/14/11. 06:20 PM.,20TH AVENUE AND JULIAN STREET SAN JOSE
Assault,12/14/11. 02:27 PM.,1700 BLOCK OF ASKHAM PLACE SAN JOSE
Robbery,12/14/11. 09:49 AM.,SOUTH FIRST AND SAN CARLOS STREETS SAN JOSE
Robbery,12/15/11. 06:36 PM.,BLOSSOM HILL ROAD SAN JOSE
Arrest,12/15/11. 03:00 PM.,CENTRAL DIVISION SAN JOSE
Robbery,12/15/11. 06:36 PM.,BLOSSOM HILL ROAD AND CAHALAN AVENUE SAN JOSE
Arrest,12/15/11. 02:19 PM.,MONTEREY ROAD AND CAPITOL EXPRESSWAY SAN JOSE
Arrest,12/15/11. 02:58 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Theft,12/15/11. 05:08 PM.,200 BLOCK OF N 3RD ST SAN JOSE
Other,12/15/11. 05:06 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/15/11. 04:42 PM.,00 BLOCK OF POST ST SAN JOSE
Other,12/15/11. 12:20 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Arrest,12/15/11. 06:23 PM.,W SANTA CLARA ST AND SAN JOSE
Arrest,12/15/11. 07:12 PM.,00 BLOCK OF S 2ND ST SAN JOSE
Arrest,12/15/11. 12:19 AM.,500 BLOCK OF LENZEN AV SAN JOSE
Other,12/15/11. 10:23 PM.,300 BLOCK OF N MARKET ST SAN JOSE
Other,12/15/11. 04:07 PM.,200 BLOCK OF N 3RD ST SAN JOSE
Other,12/15/11. 01:35 AM.,00 BLOCK OF S 8TH ST SAN JOSE
Other,12/15/11. 02:13 AM.,00 BLOCK OF N SAN PEDRO ST SAN JOSE
Other,12/15/11. 11:47 PM.,00 BLOCK OF N MARKET ST SAN JOSE
Other,12/15/11. 12:53 PM.,00 BLOCK OF E SANTA CLA SAN JOSE
Theft,12/15/11. 12:12 AM.,500 BLOCK OF W SANTA CL SAN JOSE
Theft,12/16/11. 03:53 PM.,100 BLOCK OF N 5TH ST SAN JOSE
Assault,12/16/11. 04:00 AM.,100 BLOCK OF S 7TH ST SAN JOSE
Assault,12/16/11. 01:51 AM.,00 BLOCK OF POST ST SAN JOSE
Other,12/16/11. 09:24 PM.,500 BLOCK OF W SANTA CL SAN JOSE
Assault,12/16/11. 11:19 AM.,400 BLOCK OF N 6TH ST SAN JOSE
Assault,12/16/11. 11:30 AM.,00 BLOCK OF E SANTA CLA SAN JOSE
Other,12/16/11. 09:33 PM.,500 BLOCK OF W SANTA CL SAN JOSE
Other,12/16/11. 10:57 PM.,300 BLOCK OF N 4TH ST SAN JOSE
Other,12/16/11. 09:42 PM.,100 BLOCK OF S 1ST ST SAN JOSE
Other,12/16/11. 12:54 AM.,100 BLOCK OF POST ST SAN JOSE
Other,12/16/11. 02:19 PM.,100 BLOCK OF E SAN CARL SAN JOSE
Other,12/16/11. 04:44 PM.,00 BLOCK OF W SANTA CLA SAN JOSE
Other,12/16/11. 05:37 PM.,00 BLOCK OF S ALMADEN AV SAN JOSE
Other,12/16/11. 04:59 PM.,00 BLOCK OF S 4TH ST SAN JOSE
Other,12/17/11. 09:10 PM.,100 BLOCK OF N 9TH ST SAN JOSE
Other,12/17/11. 08:35 PM.,W ST JOHN ST AND N S SAN JOSE
Arrest,12/17/11. 05:12 PM.,100 BLOCK OF N 5TH ST SAN JOSE
Arrest,12/17/11. 02:34 AM.,S MARKET ST AND POST ST SAN JOSE
Arrest,12/17/11. 01:12 AM.,N SAN PEDRO ST AND B SAN JOSE
Arrest,12/17/11. 05:17 AM.,100 BLOCK OF S 2ND ST SAN JOSE
Other,12/17/11. 01:24 AM.,FREDDIE JS SAN JOSE
Other,12/17/11. 08:36 AM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/17/11. 08:57 PM.,200 BLOCK OF N 13TH ST SAN JOSE
Other,12/17/11. 12:43 AM.,200 BLOCK OF N 13TH ST SAN JOSE
Other,12/17/11. 01:44 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,12/17/11. 01:38 AM.,100 BLOCK OF POST ST SAN JOSE
Other,12/17/11. 01:31 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/17/11. 01:16 AM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/17/11. 12:36 AM.,00 BLOCK OF N 1ST ST SAN JOSE
Burglary,12/17/11. 05:38 AM.,200 BLOCK OF N 11TH ST SAN JOSE
Theft,12/18/11. 10:10 PM.,500 BLOCK OF W SANTA CL SAN JOSE
Theft,12/18/11. 03:31 AM.,200 BLOCK OF W SANTA CL SAN JOSE
Other,12/18/11. 03:05 PM.,00 BLOCK OF N 3RD ST SAN JOSE
Shooting,12/18/11. 01:40 AM.,100 BLOCK OF N 10TH ST SAN JOSE
Assault,12/18/11. 04:55 PM.,RYLAND PARK SAN JOSE
Other,12/18/11. 11:41 PM.,500 BLOCK OF W SANTA CL SAN JOSE
Other,12/18/11. 09:52 PM.,500 BLOCK OF W SANTA CL SAN JOSE
Arrest,12/18/11. 02:10 AM.,POST AND LIGHTSON SAN JOSE
Other,12/18/11. 03:10 PM.,UNRECOGNIZED SAN JOSE
Other,12/18/11. 03:43 AM.,400 BLOCK OF S 6TH ST SAN JOSE
Other,12/18/11. 02:20 AM.,300 BLOCK OF N 4TH ST SAN JOSE
Other,12/18/11. 01:17 AM.,300 BLOCK OF N 4TH ST SAN JOSE
Other,12/18/11. 05:45 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,12/18/11. 01:35 AM.,100 BLOCK OF W SANTA CL SAN JOSE
Other,12/18/11. 01:18 AM.,00 BLOCK OF W SAN FERNA SAN JOSE
Other,12/18/11. 07:21 PM.,00 BLOCK OF S ALMADEN AV SAN JOSE
Other,12/18/11. 12:40 AM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/18/11. 12:42 AM.,00 BLOCK OF E SANTA CLA SAN JOSE
Assault,12/18/11. 09:42 AM.,200 BLOCK OF N 13TH ST SAN JOSE
Robbery,12/19/11. 02:03 PM.,CAMDEN AVENUE / PRESTON SAN JOSE
Assault,12/19/11. 07:56 AM.,1600 BLOCK OF MONTEREY ROAD SAN JOSE
Arrest,12/19/11. 02:03 PM.,CAMDEN AVENUE AND PRESTON DRIVE SAN JOSE
Theft,12/19/11. 06:47 AM.,100 BLOCK OF S MARKET ST SAN JOSE
Other,12/19/11. 06:40 PM.,RYLAND PARK SAN JOSE
Other,12/19/11. 12:14 AM.,200 BLOCK OF N 9TH ST SAN JOSE
Other,12/19/11. 11:38 PM.,00 BLOCK OF S 6TH ST SAN JOSE
Other,12/19/11. 04:59 PM.,00 BLOCK OF N 4TH ST SAN JOSE
Assault,12/19/11. 04:52 PM.,200 BLOCK OF N 13TH ST SAN JOSE
Arrest,12/19/11. 01:32 AM.,NOTRE DAME AV AND CA SAN JOSE
Other,12/19/11. 10:51 PM.,500 BLOCK OF W JULIAN ST SAN JOSE
Other,12/19/11. 02:02 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Theft,12/20/11. 05:46 PM.,200 BLOCK OF N 7TH ST SAN JOSE
Other,12/20/11. 03:57 PM.,300 BLOCK OF N 5TH ST SAN JOSE
Other,12/20/11. 02:35 PM.,00 BLOCK OF S ALMADEN AV SAN JOSE
Other,12/20/11. 04:43 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Other,12/20/11. 12:51 PM.,300 BLOCK OF W SANTA CL SAN JOSE
Other,12/20/11. 11:03 PM.,100 BLOCK OF S MARKET ST SAN JOSE
Other,12/20/11. 12:12 AM.,100 BLOCK OF N 12TH ST SAN JOSE
Other,12/20/11. 07:05 AM.,100 BLOCK OF N 10TH ST SAN JOSE
Other,12/20/11. 10:15 PM.,100 BLOCK OF E SAN CARL SAN JOSE
Other,12/20/11. 07:28 PM.,00 BLOCK OF W SANTA CLA SAN JOSE
Other,12/20/11. 11:05 PM.,00 BLOCK OF N SAN PEDRO ST SAN JOSE
Theft,12/20/11. 10:12 AM.,100 BLOCK OF TERRAINE ST SAN JOSE
Burglary,12/20/11. 04:48 PM.,00 BLOCK OF N KEEBLE AV SAN JOSE
Assault,12/20/11. 01:23 PM.,300 BLOCK OF E SANTA CL SAN JOSE
Theft,12/21/11. 11:54 AM.,200 BLOCK OF N 8TH ST SAN JOSE
Other,12/21/11. 10:28 AM.,300 BLOCK OF STOCKTON AV SAN JOSE
Other,12/21/11. 07:50 PM.,300 BLOCK OF N MONTGOME SAN JOSE
Assault,12/21/11. 08:25 AM.,00 BLOCK OF N 2ND ST SAN JOSE
Other,12/21/11. 09:32 PM.,N SAN PEDRO ST AND W SAN JOSE
Other,12/21/11. 10:30 PM.,400 BLOCK OF E SANTA CL SAN JOSE
Other,12/21/11. 11:23 AM.,00 BLOCK OF W SANTA CLA SAN JOSE
Theft,12/21/11. 09:35 PM.,00 BLOCK OF N SAN PEDRO ST SAN JOSE
Assault,12/21/11. 11:11 AM.,200 BLOCK OF N 4TH ST SAN JOSE
Other,12/22/11. 08:23 AM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/22/11. 08:40 AM.,100 BLOCK OF PASEO DE S SAN JOSE
Other,12/22/11. 04:49 PM.,100 BLOCK OF N 1ST ST SAN JOSE
Other,12/22/11. 12:35 PM.,500 BLOCK OF E JULIAN ST SAN JOSE
Other,12/22/11. 04:37 AM.,400 BLOCK OF S 6TH ST SAN JOSE
Other,12/22/11. 08:56 AM.,400 BLOCK OF N 6TH ST SAN JOSE
Other,12/22/11. 07:55 AM.,00 BLOCK OF W SANTA CLA SAN JOSE
Arrest,12/22/11. 11:07 PM.,N SAN PEDRO ST AND D SAN JOSE
Arrest,12/22/11. 08:40 AM.,100 BLOCK OF HAWTHORNE WY SAN JOSE
Other,12/22/11. 01:28 AM.,700 BLOCK OF LENZEN AV SAN JOSE
Other,12/22/11. 06:54 PM.,600 BLOCK OF COLEMAN AV SAN JOSE
Other,12/22/11. 01:34 PM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/22/11. 12:27 AM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/22/11. 03:42 PM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/22/11. 10:21 PM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/22/11. 08:28 PM.,100 BLOCK OF S 2ND ST SAN JOSE
Other,12/22/11. 10:42 PM.,00 BLOCK OF N SAN PEDRO ST SAN JOSE
Other,12/22/11. 03:56 PM.,00 BLOCK OF N 12TH ST SAN JOSE
Arrest,12/23/11. 09:37 AM.,400 BLOCK OF E SANTA CL SAN JOSE
Arrest,12/23/11. 12:22 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/23/11. 01:06 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/23/11. 02:41 AM.,400 BLOCK OF S 6TH ST SAN JOSE
Other,12/23/11. 01:23 AM.,300 BLOCK OF N 7TH ST SAN JOSE
Other,12/23/11. 01:34 AM.,00 BLOCK OF E JULIAN ST SAN JOSE
Shooting,12/26/11. 05:04 AM.,3900 BLOCK OF SEVEN TREES BOULEVARD SAN JOSE
Robbery,12/30/11. 08:41 PM.,MERIDIAN AVE. SAN JOSE
Burglary,12/30/11. 11:36 AM.,3700 BLOCK OF YERBA BUENA AVENUE SAN JOSE
Assault,01/02/12. 10:48 AM.,2200 BLOCK OF ALUM ROCK AVENUE SAN JOSE
Arrest,01/02/12. 03:00 PM.,5300 BLOCK OF TERNER WAY SAN JOSE
Robbery,01/05/12. 11:23 AM.,1700 BLOCK OF E. CAPITOL EXPRESSWAY SAN JOSE
Robbery,01/05/12. 10:35 AM.,6900 BLOCK OF SANTA TERESA BOULEVARD SAN JOSE
Robbery,01/05/12. 11:23 AM.,1700 BLOCK OF EAST CAPITOL EXPRESSWAY SAN JOSE
Robbery,01/05/12. 10:35 AM.,6900 BLOCK OF SANTA TERESA SAN JOSE
Assault,01/06/12. 07:32 PM.,1700 BLOCK OF SENTER ROAD SAN JOSE
Arrest,01/06/12. 07:32 PM.,1700 BLOCK OF SENTER ROAD SAN JOSE
Arrest,01/06/12. 12:25 AM.,2900 BLOCK OF MOSS POINT DRIVE SAN JOSE
Assault,01/07/12. 05:28 PM.,MCLAUGHLIN PARK SAN JOSE
Arrest,01/07/12. 08:52 PM.,2800 BLOCK OF STEVENS CREEK BLVD SAN JOSE
Arrest,01/07/12. 06:13 PM.,SAN TOMAS EXPRESSWAY AND WILLIAMS ROAD SAN JOSE
Arrest,01/07/12. 05:28 PM.,CLEMENCE AND BELLHURST AVENUES SAN JOSE
Assault,01/09/12. 07:45 AM.,KING ROAD SAN JOSE
Robbery,01/11/12. 06:17 PM.,1300 BLOCK OF S WINCHESTER BLVD. SAN JOSE
Arrest,01/11/12. 04:31 AM.,900 BLOCK OF FARIS DRIVE SAN JOSE
Shooting,01/11/12. ,500 BLOCK OF WEST ALMA AVENUE SAN JOSE
Assault,01/12/12. 06:05 PM.,700 BLOCK OF FORESTDALE AVENUE SAN JOSE
Assault,01/12/12. 01:10 AM.,3500 BLOCK OF MCKEE ROAD SAN JOSE
Robbery,01/12/12. 12:45 AM.,NEWHALL STREET AND THE ALAMEDA SAN JOSE
Robbery,01/12/12. 12:54 AM.,NEWHALL ST. SAN JOSE
Robbery,01/13/12. 06:08 PM.,1900 BLOCK OF ABORN ROAD SAN JOSE
Assault,01/13/12. 12:52 AM.,2200 BLOCK OF SUN GLORY LANE SAN JOSE
Robbery,01/15/12. 12:52 AM.,SIERRA VISTA PLACE AND SIERRA VISTA COURT SAN JOSE
Arrest,01/15/12. 09:35 AM.,2900 BLOCK OF MACINTYRE DRIVE SAN JOSE
Robbery,01/15/12. 01:41 AM.,3RD STREET SAN JOSE
Robbery,01/15/12. 12:52 AM.,SIERRA VISTA PLACE SAN JOSE
Arrest,01/16/12. 09:40 PM.,200 BLOCK OF SOUTH FOURTH STREET SAN JOSE
Other,01/16/12. 10:24 PM.,500 BLOCK OF HARMONY LANE SAN JOSE
Robbery,01/16/12. 09:40 PM.,200 BLOCK OF S. 4TH STREET SAN JOSE
Arrest,01/16/12. 11:00 AM.,E. ST. JAMES STREET SAN JOSE
Theft,01/16/12. 10:00 AM.,SOUTHERN DIVISION SAN JOSE
Robbery,01/17/12. 08:15 PM.,500 BLOCK OF VERMONT STREET SAN JOSE
Burglary,01/17/12. 01:50 PM.,2000 BLOCK OF LIMEWOOD DRIVE SAN JOSE
Arrest,01/18/12. 06:43 AM.,ALMADEN BOULEVARD AND SAN CARLOS STREET SAN JOSE
Arrest,01/19/12. 08:27 PM.,1700 BLOCK OF BISCAYNE WAY SAN JOSE
Robbery,01/19/12. 07:49 PM.,4100 BLOCK OF HAMILTON AVENUE SAN JOSE
Arrest,01/19/12. 08:50 AM.,1400 BLOCK OF NORTH FIRST STREET SAN JOSE
Arrest,01/20/12. 09:00 PM.,800 BLOCK OF NORTH 19TH STREET SAN JOSE
Arrest,01/20/12. 09:00 AM.,JULIAN AND SAN PEDRO STREETS SAN JOSE
Vandalism,01/25/12. 08:21 AM.,FIRST AND SANTA CLARA STREETS SAN JOSE
Arrest,01/26/12. 11:11 AM.,3600 BLOCK OF WARNER DRIVE SAN JOSE
Shooting,01/26/12. 01:00 AM.,2200 BLOCK OF MONTEREY HIGHWAY SAN JOSE
Assault,01/26/12. 11:40 PM.,2000 BLOCK OF STORY ROAD SAN JOSE
Assault,01/26/12. 05:28 PM.,2300 BLOCK OF STORY ROAD SAN JOSE
Theft,01/26/12. 11:11 AM.,3600 BLOCK OF WARNER DRIVE SAN JOSE
Arrest,01/27/12. 10:56 PM.,AMSTEL COURT AND JOSE FIGUERES AVENUE SAN JOSE
Arrest,01/27/12. 01:00 AM.,2200 BLOCK OF MONTEREY HIGHWAY SAN JOSE
Other,01/27/12. 10:56 PM.,AMSTEL COURT/JOSE FIGUERES SAN JOSE
Theft,01/28/12. 05:16 AM.,LACSA COURT/JOSE FIGUERES SAN JOSE
Assault,01/29/12. 04:05 AM.,PETER PAN WAY AND BAMBI LANE SAN JOSE
Assault,01/29/12. 03:13 AM.,10TH AND TAYLOR STREETS SAN JOSE
Robbery,01/29/12. 08:42 PM.,2800 BLOCK OF SENTER ROAD SAN JOSE
Assault,01/29/12. 02:57 AM.,4200 BLOCK OF SANTA SUSANA WAY SAN JOSE
Arrest,01/30/12. 10:04 AM.,SECOND AND ST. JAMES STREETS SAN JOSE
Other,01/30/12. 10:04 AM.,ST. JAMES PARK SAN JOSE
Robbery,01/31/12. 08:15 AM.,MOORPARK AND MONROE AVENUES SAN JOSE
Robbery,01/31/12. 08:15 AM.,MOORPARK & MONROE AVENUES SAN JOSE
Assault,02/01/12. 08:09 PM.,1400 BLOCK OF S. WINCHESTER BLVD. SAN JOSE
Robbery,02/02/12. 03:38 AM.,ALUM ROCK AVENUE AND WHITE ROAD SAN JOSE
Arrest,02/02/12. 08:01 PM.,BRANHAM LANE AND SNELL AVENUE SAN JOSE
Robbery,02/02/12. 03:08 PM.,BRANHAM LANE AND KIRK DRIVE SAN JOSE
Robbery,02/02/12. 08:01 PM.,BRANHAM LANE AND SNELL AVENUE SAN JOSE
Robbery,02/02/12. 03:08 PM.,BRANHAM LANE AT KIRK DRIVE SAN JOSE
Arrest,02/02/12. 03:00 PM.,CENTRAL DIVISION SAN JOSE
Shooting,02/03/12. 10:14 PM.,3300 BLOCK OF MT. VISTA DRIVE SAN JOSE
Assault,02/03/12. 02:00 AM.,SECOND AND SAN SALVADOR STREETS SAN JOSE
Robbery,02/03/12. 07:17 PM.,6100 BLOCK OF SANTA TERESA BLVD SAN JOSE
